product_title,product_description,ship_from,ship_to,seller,price,source
1g brown HEROIN #3 - strong and cheap,"Real nice afghan heroin #3 in powder form. Perfect for smoking but also very good to snort and shoot. Great taste and strong smell for a very cheap price. When you are not experienced user start with a low dose and give it a few moments to hit you. The buzz comes slowly but surely-not like a head shoot you get from some #4-and takes much longer. For iv use add some citric acid and always use a filter. This drug is fucking addictive, like you know, it feels like heaven so don't be stupid and destroy the wonderful effects because you use it daily until the tolerance takes it all away! We only send this listing to EU and  people who have more than 3 successful trades on Evolution.",Worldwide,"Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Republic, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, United Kingdom",128bpm,BTC 0.2081,evolution
2 x  AL-LAD blotter (150µg) - the original,"We have some of the last original 150µg blotters from the UK, the last batch before the ban. Professional laid in a lab from the original source of this wonderful product LL. We only could save 50 pieces before they were taken out of stock so don't wait to long when you think about purchasing this legendary blotters.",Portugal,Worldwide,128bpm,BTC 0.0611,evolution
2.5g brown HEROIN #3 - strong and clean,"Real nice afghan heroin #3 in powder form. Perfect for smoking but also very good to snort and shoot. Great taste and strong smell for a very cheap price. When you are not experienced user start with a low dose and give it a few moments to hit you. The buzz comes slowly but surely-not like a head shoot you get from some #4-and takes much longer. For iv use add some citric acid and always use a filter. This drug is fucking addictive, like you know, it feels like heaven so don't be stupid and destroy the wonderful effects because you use it daily until the tolerance takes it all away! We only send this listing to EU and  people who have more than 3 successful trades on Evolution.",Portugal,Worldwide,128bpm,BTC 0.5563,evolution
3 X AL-LAD blotter (200µg),"New in stock: Fresh laid blotters with min. 200µg cleanest  AL-LAD. This is a high dose and should be enough for a trip. AL-LAD is a rare LSD analogue with the same potency but more ""friendly""  trip than acid. Many people prefer it because the effects are shorter compared to LSD / DOC.




Dosage: 


1/2 blotter (100µg) - soft trip / recommended for new user


1 blotter (200µg) - normal trip 


2 blotter (400µg) - very strong trip - only for experienced user




Have a nice trip!


1 blotter (200µg) - normal trip",Worldwide,Worldwide,128bpm,BTC 0.0905,evolution
3g MDPV (>97%) << for 65€ >>,"This is MDPV with good quality and purity. The stuff is from the Netherlands and fits perfect for all normal users who want to get high quality for a real good price. MDPV HCL potency is 4 times higher than Ritalin and is also called ""supercrack"", because if you smoke MDPV the effects are described as ""crack with longer lasting high"". The price is very low compared to weaker drugs like meth or coke and thats why many users prefer MDPV after testing it a couple times. 


Don't re-dose to often otherwise you won't be able to sleep up to nine days!


If you want the real deal and the best MDPV available, you should try our famous Premium MDPV from Belgium with over 99,4%.",Worldwide,Worldwide,128bpm,BTC 0.2136,evolution
"3g MDPV HCL (99,48) + free shipping","This is the best MDPV we found in 5 years, trying over 20 international supplier and we are very happy to share this premium quality with you. Produced in Belgium by a pharmaceutical lab with highest purity you can find around 99,5%. This is the real stuff and you need only 50% of the amount you would take with average quality Peevee. It is perfect for smoking and i.v. use, but take care that you don't end with an overdose. MDPV is a potent upper and has the same or even more potency than meth and also called ""supercoke"" and ""supercrack"" cause of its effects. This premium stuff is more expensive than normal MDPV but it's worth every cent, because you need only 10mg-20mg for a whole night and a gram should be enough for month even when you use it daily.",Worldwide,"Argentina, Austria, Belgium, Bulgaria, Canada, Croatia, Cyprus, Czech Republic, Denmark, Estonia, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Mexico, Morocco, Netherlands, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Switzerland, Turkey, United Kingdom",128bpm,BTC 0.3372,evolution
"3g MDPV HCL (99,48) - **premium batch**  + free shipping","This is the best MDPV we found in 5 years, trying over 20 international supplier and we are very happy to share this premium quality with you. Produced in Belgium by a pharmaceutical lab with highest purity you can find around 99,5%. This is the real stuff and you need only 50% of the amount you would take with average quality Peevee. It is perfect for smoking and i.v. use, but take care that you don't end with an overdose. MDPV is a potent upper and has the same or even more potency than meth and also called ""supercoke"" and ""supercrack"" cause of its effects. This premium stuff is more expensive than normal MDPV but it's worth every cent, because you need only 10mg-20mg for a whole night and a gram should be enough for month even when you use it daily.",Worldwide,"Argentina, Austria, Belgium, Bulgaria, Canada, Croatia, Cyprus, Czech Republic, Denmark, Estonia, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Mexico, Morocco, Netherlands, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Switzerland, Turkey, United Kingdom",128bpm,BTC 0.3287,evolution
3x DOC 4mg °SAMPLE°°° highest dose,"4mg DOC HCL blotter from finest crystals with over 99%. 


This tickets are real strong and its not recommended to take more than 1 when you have no experience. It takes up to 3 hours until you feel the effects, so don't re-dose too quick. One normal trip takes between 14-20 hours and is more colorful than LSD. 


Worldwide delivery.








*For a positive feedback and/or review at the forum we add free samples or good discounts to your next order ^^",Worldwide,Worldwide,128bpm,BTC 0.0520,evolution
"5 x DOC blotter , highest dose°°°","4mg DOC HCL blotter from finest crystals with over 99%. 


This tickets are real strong and its not recommended to take more than 1 when you have no experience. It takes up to 3 hours until you feel the effects, so don't re-dose too quick. One normal trip takes between 14-20 hours and is more colorful than LSD. 


Worldwide delivery.








*For a positive feedback and/or review at the forum we add free samples or good discounts to your next order ^^",Worldwide,Worldwide,128bpm,BTC 0.0815,evolution
"Bulk / Reseller:  MDPV HCL (99,48%) - **premium batch**","Only for reseller / VIP costumers available. You can choose between 20g and 250g in the shipping section of this listing. 


Please keep in mind that you will receive your order in up to 4 different envelopes depending of the amount and the destination country. If you are reseller you can decide when we should send the second, third etc letter (max 1 month until we shipped the last part of your order. 


We want to remind you that you don't cut it with some shit for reselling and also only sell it to people who know what they do and are under 18 Years old. If you have questions about the chemical or need any advise just write us a message. We are very happy that you bought this listing and we were able to supply you with some of the last grams of this legendary batch!!!




Our MDPV is the cleanest you can get with a purity above 99,4%. We sell this exclusive product


 complete uncut which makes it almost scary potent and very dangerous for new user.


This is the final batch from a pharmaceutical lab in Belgium and we bought it completely. 


After years of research we are sure that this MDPV is unique and a complete other level than 


the normal stuff which can be bought elsewhere. It is  a white fluffy powder with no smell and


 fits perfect for smoking as well as shooting. You need only a few mg (5mg-20mg) because


it is much stronger than cocaine and crystal meth!  MDPV has nicknames like  ""super coke""


 and ""super crack"" for a good reason, so use it with caution.




Name: 3,4-methylanedioxypyrovalerone 


Systematic chemical name: (RS)-1-(benzo[d][1,3]dioxol-5-yl)-2-(pyrrolidin-1-yl)pentan-1-one


CAS: 24622-62-6 hydrochloride salt


Melting point: 238–239C


Purity: 99,48%




FAQ:


1. What is MDPV?


MDPV is a synthetic derivative of the naturally occurring substance cathinone, one of


the psychoactive principles in khat (Catha edulis Forsk). Most of the cathinone derivatives are


ring-substituted and MDPV contains the 3,4-methylenedioxy substitution pattern


on the phenyl ring which is observed in other drugs such as MDMA.


Pyrrolidine derivatives, such as MDPV, can be regarded as a subset of cathinone


derivatives sharing the same structural skeleton as pyrovalerone.




2. Effects?


Snorted: Most user describe the effects as a mix of cocaine and crystal meth.


Dosage: 5mg-20mg


Smoked: User describe it as ""longer lasting crack"".


Dosage: 3mg-6mg (you can smoke it in a pipe with tobacco, weed etc.)


Shooted: Most user describe it as: ""pure rush"". 


Dosage: 2mg-5mg (only use it fresh mixed because it looses most of its potency after a short time in water)




3. Law?


MDPV is in almost every country banned / listed as hard drug since a few month but in normal urine checking not 


detectable. Because its also banned in China, where most MDPV was produced this drug will be very rare and the price


will increase dramatically. So don't wait to long to save a couple g from this superior batch!",Portugal,Worldwide,128bpm,BTC 0.0503,evolution
